trial,model,target_rank_in_tour,tour_length,fcr
210,M4* 2-opt,4,8.994477220070788,4.324683241422693
211,M4* greedy,2,11.52047779375986,2.40322713238042
211,M4* 2-opt,5,11.019122234999617,6.02891914304819
212,M4* greedy,4,13.272618395209118,1.2969764393976422
212,M4* 2-opt,3,13.063891081915937,1.2219493413383673
213,M4* greedy,3,12.920894296727885,4.482434515441693
213,M4* 2-opt,3,12.920894296727885,4.482434515441693
214,M4* greedy,4,13.739893320531749,1.6205999754394662
214,M4* 2-opt,2,12.231938211850252,1.1956212940584494
215,M4* greedy,2,13.646180917009644,3.39853589384605
215,M4* 2-opt,2,13.646180917009644,3.3589887720554334
216,M4* greedy,4,13.594720181618019,2.295821696725081
216,M4* 2-opt,4,12.929294542349098,1.972427909335465
217,M4* greedy,4,13.349256313333466,1.6115795321052586
217,M4* 2-opt,4,12.178491268429152,1.8743713039582348
218,M4* greedy,2,11.641827092480252,5.994921871079394
218,M4* 2-opt,2,11.641827092480252,5.889374966777281
219,M4* greedy,7,12.174366451203085,3.5898137875297844
219,M4* 2-opt,7,11.112375652821902,3.186453722279174
220,M4* greedy,3,13.860539879491638,4.687583734848606
220,M4* 2-opt,3,13.860539879491638,4.687583734848606
221,M4* greedy,4,12.734881953500844,1.3408924881935667
221,M4* 2-opt,4,12.245519988643341,2.7451816070156565
222,M4* greedy,1,13.732010900869904,1.0
222,M4* 2-opt,1,13.616494052786846,1.0
223,M4* greedy,2,13.77523116947459,5.061597971737939
223,M4* 2-opt,2,13.77523116947459,4.942826655500189
224,M4* greedy,4,13.356379716413514,3.5926588583920434
224,M4* 2-opt,2,13.135959364505617,3.448195356825368
225,M4* greedy,1,12.403942999432015,1.0
225,M4* 2-opt,1,11.53796452192871,1.0
226,M4* greedy,3,13.619141460431914,1.7983946768498609
226,M4* 2-opt,3,12.59377823616185,1.4440882276492328
227,M4* greedy,6,13.659619395225619,1.476830763092017
227,M4* 2-opt,4,12.984725546761936,1.1428683860326583
228,M4* greedy,1,12.507309860160765,1.0
228,M4* 2-opt,1,12.507309860160765,1.0
229,M4* greedy,2,12.661627107698951,1.0227176832669302
229,M4* 2-opt,2,12.661627107698951,1.0227176832669302
230,M4* greedy,6,13.144052716125676,1.8050622911632959
230,M4* 2-opt,5,11.946313504922346,1.549293209212678
231,M4* greedy,4,13.83624374748868,1.8287231841229077
231,M4* 2-opt,5,11.187502475284008,2.411799938381559
232,M4* greedy,2,13.491968759581038,1.0380872756388115
232,M4* 2-opt,2,12.603844665754334,1.0380872756388115
233,M4* greedy,8,13.573756647748757,2.6697522380289174
233,M4* 2-opt,5,11.710963391293967,1.6267492950962963
234,M4* greedy,1,10.839137176128212,5.582204276860812
234,M4* 2-opt,1,10.839137176128212,5.377227686613212
235,M4* greedy,6,13.53731507605079,2.4425460456538324
235,M4* 2-opt,3,12.90899741666455,1.7095526561483019
236,M4* greedy,7,13.65132538294993,1.2868688117563536
236,M4* 2-opt,3,13.527502917313534,1.133873531867988
237,M4* greedy,4,10.599150378728988,1.3475062246713254
237,M4* 2-opt,3,9.298293166667541,1.1360309162566986
238,M4* greedy,5,12.761042676786309,2.001834205115451
238,M4* 2-opt,5,12.660744257972171,1.9745630761817117
239,M4* greedy,8,13.823034126901987,1.9967167790744773
239,M4* 2-opt,4,13.209566122884828,1.632835755255941
240,M4* greedy,4,12.742036309708766,2.3802803504816925
240,M4* 2-opt,5,11.421383002114048,2.5359185390406735
241,M4* greedy,3,10.546156450699467,1.3238424637726083
241,M4* 2-opt,3,10.546156450699467,1.3238424637726083
242,M4* greedy,1,9.563431354854833,6.480814752156992
242,M4* 2-opt,1,9.563431354854833,5.996171941237619
243,M4* greedy,1,12.580620862919918,4.738378735779781
243,M4* 2-opt,1,12.580620862919918,4.671155854465411
244,M4* greedy,3,13.733971834427482,1.268069412960878
244,M4* 2-opt,2,11.794554387216918,1.0000793545925264
