prior_type,model,fcr
near-uniform,M3,7.611608
near-uniform,M3,9.692753
near-uniform,M3,10.963084
near-uniform,M3,9.551875
near-uniform,M3,1.914773
near-uniform,M3,12.116008
near-uniform,M3,9.011409
near-uniform,M3,1.711951
near-uniform,M3,6.659664
near-uniform,M3,13.639955
near-uniform,M3,12.123176
near-uniform,M3,1.000000
near-uniform,M3,15.341421
near-uniform,M3,13.888137
near-uniform,M3,1.000000
near-uniform,M3,4.500041
near-uniform,M3,16.613456
near-uniform,M3,4.529287
near-uniform,M3,13.374074
near-uniform,M3,18.478284
near-uniform,M3,8.740440
near-uniform,M3,3.495064
near-uniform,M3,1.625928
near-uniform,M3,2.333428
near-uniform,M3,6.225964
near-uniform,M3,1.929793
near-uniform,M3,5.986591
near-uniform,M3,4.994366
near-uniform,M3,9.890823
near-uniform,M3,5.949563
near-uniform,M3,7.546260
near-uniform,M3,3.873111
near-uniform,M3,5.651250
near-uniform,M3,4.104841
near-uniform,M3,1.000000
near-uniform,M3,9.963185
near-uniform,M3,1.107926
near-uniform,M3,3.409448
near-uniform,M3,15.572171
near-uniform,M3,1.687840
near-uniform,M3,11.644610
near-uniform,M3,2.513094
near-uniform,M3,2.243360
near-uniform,M3,5.003489
near-uniform,M3,7.182702
near-uniform,M3,6.648975
near-uniform,M3,7.810620
near-uniform,M3,4.154039
near-uniform,M3,5.195220
near-uniform,M3,4.154210
near-uniform,M3,4.762742
near-uniform,M3,6.677089
near-uniform,M3,10.786073
near-uniform,M3,12.548584
near-uniform,M3,5.247041
near-uniform,M3,4.138857
near-uniform,M3,10.337534
near-uniform,M3,11.840351
near-uniform,M3,9.490788
near-uniform,M3,4.984723
near-uniform,M3,11.063115
near-uniform,M3,9.451173
near-uniform,M3,2.169663
near-uniform,M3,11.217379
near-uniform,M3,14.129596
near-uniform,M3,5.164247
near-uniform,M3,8.297910
near-uniform,M3,5.495098
near-uniform,M3,1.818823
near-uniform,M3,1.292715
near-uniform,M3,7.042543
near-uniform,M3,16.053076
near-uniform,M3,3.706924
near-uniform,M3,9.060697
near-uniform,M3,2.905388
near-uniform,M3,8.094367
near-uniform,M3,11.483621
near-uniform,M3,5.967769
near-uniform,M3,1.679906
near-uniform,M3,5.551413
near-uniform,M3,12.257993
near-uniform,M3,3.970517
near-uniform,M3,5.518064
near-uniform,M3,4.132626
near-uniform,M3,8.921010
near-uniform,M3,3.064388
near-uniform,M3,6.837253
near-uniform,M3,5.312131
near-uniform,M3,10.186300
near-uniform,M3,6.607544
near-uniform,M3,8.725896
near-uniform,M3,1.789328
near-uniform,M3,1.888086
near-uniform,M3,2.640786
near-uniform,M3,3.794302
near-uniform,M3,1.546643
near-uniform,M3,6.087070
near-uniform,M3,3.444328
near-uniform,M3,1.000000
near-uniform,M3,3.749771
near-uniform,M3,1.000000
near-uniform,M3,2.949120
near-uniform,M3,6.184523
near-uniform,M3,1.000000
near-uniform,M3,6.255992
near-uniform,M3,1.000000
near-uniform,M3,4.256169
near-uniform,M3,1.240837
near-uniform,M3,3.085136
near-uniform,M3,1.895453
near-uniform,M3,2.166112
near-uniform,M3,9.896613
near-uniform,M3,1.981493
near-uniform,M3,12.740921
near-uniform,M3,7.383135
near-uniform,M3,4.802844
near-uniform,M3,4.414179
near-uniform,M3,12.686188
near-uniform,M3,5.644515
near-uniform,M3,5.361365
near-uniform,M3,14.424011
near-uniform,M3,3.518989
near-uniform,M3,8.222233
near-uniform,M3,3.742887
near-uniform,M3,11.256688
near-uniform,M3,9.334436
near-uniform,M3,7.178419
near-uniform,H_d,3.642986
near-uniform,H_d,8.272721
near-uniform,H_d,10.176170
near-uniform,H_d,1.000000
near-uniform,H_d,10.003503
near-uniform,H_d,7.574193
near-uniform,H_d,3.749196
near-uniform,H_d,5.236136
near-uniform,H_d,2.962261
near-uniform,H_d,5.810679
near-uniform,H_d,8.858613
near-uniform,H_d,13.436708
near-uniform,H_d,3.586179
near-uniform,H_d,2.568524
near-uniform,H_d,7.111280
near-uniform,H_d,7.598219
near-uniform,H_d,1.000000
near-uniform,H_d,5.959279
near-uniform,H_d,14.260693
near-uniform,H_d,8.349399
near-uniform,H_d,6.879951
near-uniform,H_d,5.345352
near-uniform,H_d,18.211020
near-uniform,H_d,13.678951
near-uniform,H_d,6.011826
near-uniform,H_d,8.970953
near-uniform,H_d,10.588458
near-uniform,H_d,2.117827
near-uniform,H_d,2.268268
near-uniform,H_d,1.000000
near-uniform,H_d,7.006149
near-uniform,H_d,5.407511
near-uniform,H_d,6.046502
near-uniform,H_d,11.843383
near-uniform,H_d,3.101553
near-uniform,H_d,13.767425
near-uniform,H_d,6.416387
near-uniform,H_d,10.304548
near-uniform,H_d,8.466743
near-uniform,H_d,9.014616
near-uniform,H_d,5.089150
near-uniform,H_d,3.771232
near-uniform,H_d,9.048672
near-uniform,H_d,7.451887
near-uniform,H_d,11.569735
near-uniform,H_d,5.326232
near-uniform,H_d,3.944866
near-uniform,H_d,12.135541
near-uniform,H_d,8.511904
near-uniform,H_d,8.614110
near-uniform,H_d,3.721315
near-uniform,H_d,11.531586
near-uniform,H_d,10.899486
near-uniform,H_d,2.863056
near-uniform,H_d,8.051844
near-uniform,H_d,8.390968
near-uniform,H_d,8.441118
near-uniform,H_d,7.544250
near-uniform,H_d,5.459999
near-uniform,H_d,8.596651
near-uniform,H_d,9.155582
near-uniform,H_d,4.850280
near-uniform,H_d,6.159003
near-uniform,H_d,1.000000
near-uniform,H_d,8.776169
near-uniform,H_d,10.267642
near-uniform,H_d,3.603195
near-uniform,H_d,10.509784
near-uniform,H_d,8.201525
near-uniform,H_d,8.572325
near-uniform,H_d,13.433350
near-uniform,H_d,8.679140
near-uniform,H_d,7.333897
near-uniform,H_d,2.542200
near-uniform,H_d,7.150283
near-uniform,H_d,2.995957
near-uniform,H_d,6.168045
near-uniform,H_d,3.306867
near-uniform,H_d,6.215873
near-uniform,H_d,10.497059
near-uniform,H_d,15.368066
near-uniform,H_d,4.303649
near-uniform,H_d,2.926517
near-uniform,H_d,9.255405
near-uniform,H_d,3.986330
near-uniform,H_d,11.948536
near-uniform,H_d,6.567958
near-uniform,H_d,4.574146
near-uniform,H_d,2.148870
near-uniform,H_d,6.365088
near-uniform,H_d,11.640545
near-uniform,H_d,7.336060
near-uniform,H_d,9.858953
near-uniform,H_d,17.234013
near-uniform,H_d,2.811006
near-uniform,H_d,6.386348
near-uniform,H_d,6.999577
near-uniform,H_d,9.257618
near-uniform,H_d,11.927076
near-uniform,H_d,9.128930
near-uniform,H_d,10.832679
near-uniform,H_d,6.846951
near-uniform,H_d,6.982531
near-uniform,H_d,6.903110
near-uniform,H_d,12.480518
near-uniform,H_d,6.975391
near-uniform,H_d,10.798956
near-uniform,H_d,6.682507
near-uniform,H_d,10.339582
near-uniform,H_d,2.592320
near-uniform,H_d,2.673121
near-uniform,H_d,8.952647
near-uniform,H_d,9.827256
near-uniform,H_d,4.997433
near-uniform,H_d,5.332527
near-uniform,H_d,4.710161
near-uniform,H_d,3.450305
near-uniform,H_d,4.581507
near-uniform,H_d,11.330778
near-uniform,H_d,2.995054
near-uniform,H_d,13.292430
near-uniform,H_d,10.594932
near-uniform,H_d,5.770279
near-uniform,H_d,4.808072
near-uniform,H_d,3.182067
near-uniform,H_d,2.502306
near-uniform,H_d,7.641313
near-uniform,H_d,2.268484
near-uniform,H_d,7.566330
near-uniform,H_d,5.894037
near-uniform,H_d,9.679167
near-uniform,H_d,11.733300
near-uniform,H_d,9.061572
near-uniform,H_d,7.820661
near-uniform,H_d,9.163723
near-uniform,H_d,3.879108
near-uniform,H_d,3.101569
near-uniform,H_d,5.838971
near-uniform,H_d,11.503420
near-uniform,H_d,10.498911
near-uniform,H_d,11.072080
near-uniform,H_d,4.824800
near-uniform,H_d,8.449639
near-uniform,H_d,3.089490
near-uniform,H_d,6.960695
near-uniform,H_d,8.203989
near-uniform,H_d,7.117753
near-uniform,H_d,6.222749
near-uniform,H_d,10.201215
near-uniform,H_d,15.086446
near-uniform,H_d,7.938359
near-uniform,H_d,4.809309
near-uniform,H_d,5.277391
near-uniform,H_d,6.895869
near-uniform,H_d,8.455278
near-uniform,H_d,2.911056
near-uniform,H_d,2.010764
near-uniform,H_d,8.638576
near-uniform,H_d,1.000000
near-uniform,H_d,6.863575
near-uniform,H_d,6.898669
near-uniform,H_d,7.324335
near-uniform,H_d,11.328833
near-uniform,H_d,4.202455
near-uniform,H_d,4.335491
near-uniform,H_d,1.000000
near-uniform,H_d,6.464540
near-uniform,H_d,16.029089
near-uniform,H_d,5.886527
near-uniform,H_d,6.884780
near-uniform,H_d,8.255411
near-uniform,H_d,5.722093
near-uniform,H_d,8.711986
near-uniform,H_d,8.428267
near-uniform,H_d,8.775996
near-uniform,H_d,5.755514
near-uniform,H_d,14.149622
near-uniform,H_d,2.885312
near-uniform,H_d,9.597070
near-uniform,H_d,7.384857
near-uniform,H_d,11.416031
near-uniform,H_d,10.322533
near-uniform,H_d,5.081761
near-uniform,H_d,12.117638
near-uniform,H_d,7.091317
near-uniform,H_d,9.785832
near-uniform,H_d,1.000000
near-uniform,H_d,5.373276
near-uniform,H_d,6.401978
near-uniform,H_d,2.853397
near-uniform,H_d,7.258598
near-uniform,H_d,3.545545
near-uniform,H_d,7.353170
near-uniform,H_d,4.143290
near-uniform,H_d,10.126037
near-uniform,H_d,1.000000
near-uniform,H_d,4.200215
near-uniform,H_d,2.080235
near-uniform,H_d,6.872786
near-uniform,H_d,1.000000
near-uniform,H_d,3.749097
near-uniform,H_d,6.285147
near-uniform,H_d,11.502897
near-uniform,H_d,8.705245
near-uniform,H_d,1.000000
near-uniform,H_d,7.083832
near-uniform,H_d,2.536152
near-uniform,H_d,9.829078
near-uniform,H_d,4.547920
near-uniform,H_d,4.658559
near-uniform,H_d,4.926326
near-uniform,H_d,1.000000
near-uniform,H_d,4.471517
near-uniform,H_d,1.809205
near-uniform,H_d,4.068140
near-uniform,H_d,1.000000
near-uniform,H_d,7.339355
near-uniform,H_d,9.727883
near-uniform,H_d,1.000000
near-uniform,H_d,2.835897
near-uniform,H_d,11.875125
near-uniform,H_d,11.761045
near-uniform,H_d,1.431347
near-uniform,H_d,2.074937
near-uniform,H_d,6.834161
near-uniform,H_d,9.249171
near-uniform,H_d,3.881149
near-uniform,H_d,10.657013
near-uniform,H_d,2.700843
near-uniform,H_d,9.963730
near-uniform,H_d,11.916878
near-uniform,H_d,5.784077
near-uniform,H_d,2.191393
near-uniform,H_d,6.285899
near-uniform,H_d,7.256855
near-uniform,H_d,8.070788
near-uniform,H_d,4.678204
near-uniform,H_d,1.000000
near-uniform,H_d,7.328806
near-uniform,H_d,8.457005
near-uniform,H_d,10.647313
near-uniform,H_d,2.776524
near-uniform,H_d,10.368500
near-uniform,H_d,5.296004
near-uniform,H_d,6.974513
near-uniform,H_d,8.890499
near-uniform,H_d,6.311957
near-uniform,H_d,6.948671
near-uniform,H_d,2.030044
near-uniform,H_d,6.070530
near-uniform,H_d,6.840387
near-uniform,H_d,5.675562
near-uniform,H_d,6.610123
near-uniform,H_d,11.088685
near-uniform,H_d,4.653899
near-uniform,H_d,10.820827
near-uniform,H_d,5.035557
near-uniform,H_d,5.100375
near-uniform,H_d,4.496699
near-uniform,H_d,12.220639
near-uniform,H_d,1.000000
near-uniform,H_d,2.679864
near-uniform,H_d,4.762112
near-uniform,H_d,10.041589
near-uniform,H_d,2.574584
near-uniform,H_d,11.953761
near-uniform,H_d,4.502170
near-uniform,H_d,4.957948
near-uniform,H_d,5.270479
near-uniform,H_d,8.360568
near-uniform,H_d,3.807789
near-uniform,H_d,10.042942
near-uniform,H_d,16.779377
near-uniform,H_d,4.756962
near-uniform,H_d,10.982547
near-uniform,H_d,12.789859
near-uniform,H_d,5.405734
near-uniform,H_d,5.355886
near-uniform,H_d,11.951804
near-uniform,H_d,6.245780
near-uniform,H_d,6.570255
near-uniform,H_d,9.100167
near-uniform,H_d,6.686474
near-uniform,H_d,7.966949
near-uniform,H_d,5.187926
near-uniform,H_d,7.462140
near-uniform,H_d,4.327314
near-uniform,H_d,14.395834
near-uniform,H_d,6.764080
near-uniform,H_d,9.096669
near-uniform,H_d,6.058103
near-uniform,H_d,9.001674
near-uniform,H_d,8.967583
near-uniform,H_d,5.517485
near-uniform,H_d,2.736812
near-uniform,H_d,5.474314
near-uniform,H_d,5.257536
near-uniform,H_d,2.750335
near-uniform,H_d,3.876874
near-uniform,H_d,9.113547
near-uniform,H_d,8.717203
near-uniform,H_d,4.454493
near-uniform,H_d,4.797548
near-uniform,H_d,12.007268
near-uniform,H_d,6.850085
near-uniform,H_d,6.257924
near-uniform,H_d,6.704175
near-uniform,H_d,8.058916
near-uniform,H_d,6.750975
near-uniform,H_d,4.925953
near-uniform,H_d,6.656838
near-uniform,H_d,10.645771
near-uniform,H_d,9.438751
near-uniform,H_d,6.649506
near-uniform,H_d,1.000000
near-uniform,H_d,4.531729
near-uniform,H_d,4.997257
near-uniform,H_d,12.564463
near-uniform,H_d,8.783187
near-uniform,H_d,9.941228
near-uniform,H_d,9.313350
near-uniform,H_d,1.000000
near-uniform,H_d,13.100833
near-uniform,H_d,4.161378
near-uniform,H_d,9.416168
near-uniform,H_d,10.533691
near-uniform,H_d,6.361080
near-uniform,H_d,2.909919
near-uniform,H_d,5.049109
near-uniform,H_d,1.000000
near-uniform,H_d,9.039446
near-uniform,H_d,4.766942
near-uniform,H_d,8.903656
near-uniform,H_d,8.551865
near-uniform,H_d,8.253646
near-uniform,H_d,9.948572
near-uniform,H_d,4.270809
near-uniform,H_d,7.356007
near-uniform,H_d,5.605221
near-uniform,H_d,6.379513
near-uniform,H_d,5.500593
near-uniform,H_d,7.545328
near-uniform,H_d,8.233725
near-uniform,H_d,8.252374
near-uniform,H_d,6.557875
near-uniform,H_d,8.222556
near-uniform,H_d,2.916413
near-uniform,H_d,5.638823
near-uniform,H_d,5.292033
near-uniform,H_d,7.770871
near-uniform,H_d,9.465742
near-uniform,H_d,5.815602
near-uniform,H_d,3.542130
near-uniform,H_d,3.545410
near-uniform,H_d,8.319076
near-uniform,H_d,10.269513
near-uniform,H_d,4.042993
near-uniform,H_d,1.000000
near-uniform,H_d,5.063604
near-uniform,H_d,6.017706
near-uniform,H_d,8.580236
near-uniform,H_d,2.685433
near-uniform,H_d,5.294596
near-uniform,H_d,2.207800
near-uniform,H_d,4.711035
near-uniform,H_d,8.680759
near-uniform,H_d,5.919166
near-uniform,H_d,1.000000
near-uniform,H_d,5.746615
near-uniform,H_d,2.575710
near-uniform,H_d,10.915655
near-uniform,H_d,11.231366
near-uniform,H_d,4.604474
near-uniform,H_d,7.611608
near-uniform,H_d,12.310626
near-uniform,H_d,5.280569
near-uniform,H_d,3.223015
near-uniform,H_d,3.264425
near-uniform,H_d,4.440554
near-uniform,H_d,13.510855
near-uniform,H_d,2.951818
near-uniform,H_d,11.633977
near-uniform,H_d,7.467280
near-uniform,H_d,6.164641
near-uniform,H_d,2.545451
near-uniform,H_d,4.473747
near-uniform,H_d,6.905980
near-uniform,H_d,10.219284
near-uniform,H_d,4.500041
near-uniform,H_d,4.665425
near-uniform,H_d,11.396087
near-uniform,H_d,4.664563
near-uniform,H_d,2.905681
near-uniform,H_d,4.994182
near-uniform,H_d,5.367377
near-uniform,H_d,8.689469
near-uniform,H_d,5.643650
near-uniform,H_d,10.889077
near-uniform,H_d,3.856597
near-uniform,H_d,13.447690
near-uniform,H_d,6.520778
near-uniform,H_d,12.707201
near-uniform,H_d,5.949563
near-uniform,H_d,10.758974
near-uniform,H_d,7.904907
near-uniform,H_d,3.042925
near-uniform,H_d,10.164856
near-uniform,H_d,2.659810
near-uniform,H_d,9.597048
near-uniform,H_d,1.000000
near-uniform,H_d,7.079459
near-uniform,H_d,10.983450
near-uniform,H_d,7.197038
near-uniform,H_d,9.036214
near-uniform,H_d,2.513094
near-uniform,H_d,4.092901
near-uniform,H_d,5.707347
near-uniform,H_d,11.028182
near-uniform,H_d,12.593739
near-uniform,H_d,1.212898
near-uniform,H_d,1.848545
near-uniform,H_d,9.265269
near-uniform,H_d,10.596373
near-uniform,H_d,4.762742
near-uniform,H_d,13.138370
near-uniform,H_d,10.609492
near-uniform,H_d,3.314412
near-uniform,H_d,9.108409
near-uniform,H_d,5.708732
near-uniform,H_d,11.623977
near-uniform,H_d,13.508712
near-uniform,H_d,10.473806
near-uniform,H_d,10.403505
near-uniform,H_d,7.690953
near-uniform,H_d,8.268394
near-uniform,H_d,2.169663
near-uniform,H_d,8.848957
near-uniform,H_d,7.052679
near-uniform,H_d,6.907408
near-uniform,H_d,9.849666
near-uniform,H_d,6.409022
near-uniform,H_d,1.818823
near-uniform,H_d,2.497989
near-uniform,H_d,6.792142
near-uniform,H_d,13.381193
near-uniform,H_d,5.464379
near-uniform,H_d,11.419041
near-uniform,H_d,5.700064
near-uniform,H_d,9.990780
near-uniform,H_d,19.243620
near-uniform,H_d,6.410574
near-uniform,H_d,3.653053
near-uniform,H_d,10.991214
near-uniform,H_d,7.132182
near-uniform,H_d,9.320801
near-uniform,H_d,9.160221
near-uniform,H_d,7.044385
near-uniform,H_d,12.120562
near-uniform,H_d,1.000000
near-uniform,H_d,6.249497
near-uniform,H_d,4.918636
near-uniform,H_d,7.788186
near-uniform,H_d,6.607544
near-uniform,H_d,5.777222
near-uniform,H_d,1.789328
near-uniform,H_d,3.492488
near-uniform,H_d,2.107702
near-uniform,H_d,11.952592
near-uniform,H_d,3.063045
near-uniform,H_d,9.013578
near-uniform,H_d,3.444328
near-uniform,H_d,3.782182
near-uniform,H_d,9.009233
near-uniform,H_d,2.872120
near-uniform,H_d,2.949120
near-uniform,H_d,7.743445
near-uniform,H_d,1.000000
near-uniform,H_d,6.226247
near-uniform,H_d,1.000000
near-uniform,H_d,10.325321
near-uniform,H_d,6.124562
near-uniform,H_d,9.104404
near-uniform,H_d,1.895453
near-uniform,H_d,5.921573
near-uniform,H_d,11.286625
near-uniform,H_d,7.155086
near-uniform,H_d,7.676634
near-uniform,H_d,8.235243
near-uniform,H_d,2.094122
near-uniform,H_d,6.800154
near-uniform,H_d,12.522758
near-uniform,H_d,9.104322
near-uniform,H_d,8.274956
near-uniform,H_d,9.595542
near-uniform,H_d,6.226694
near-uniform,H_d,3.826329
near-uniform,H_d,5.413034
near-uniform,H_d,6.287344
near-uniform,H_d,3.228986
near-uniform,H_d,9.173096
near-uniform,M1,23.030745
near-uniform,M1,32.802269
near-uniform,M1,6.013641
near-uniform,M1,34.338027
near-uniform,M1,2.921284
near-uniform,M1,9.907757
near-uniform,M1,34.130982
near-uniform,M1,84.416456
near-uniform,M1,7.451107
near-uniform,M1,64.922068
near-uniform,M1,27.104206
near-uniform,M1,10.244682
near-uniform,M1,16.172962
near-uniform,M1,15.729017
near-uniform,M1,20.416605
near-uniform,M1,1.205973
near-uniform,M1,16.573427
near-uniform,M1,32.195631
near-uniform,M1,15.195444
near-uniform,M1,22.292630
near-uniform,M1,15.207050
near-uniform,M1,29.179714
near-uniform,M1,24.106210
near-uniform,M1,4.997598
near-uniform,M1,7.533706
near-uniform,M1,2.192183
near-uniform,M1,12.350570
near-uniform,M1,30.632619
near-uniform,M1,6.154295
near-uniform,M1,40.739166
near-uniform,M1,16.703689
near-uniform,M1,1.000000
near-uniform,M1,13.712867
near-uniform,M1,4.481792
near-uniform,M1,39.730193
near-uniform,M1,14.033388
near-uniform,M1,17.776309
near-uniform,M1,3.886376
near-uniform,M1,25.213543
near-uniform,M1,12.464797
near-uniform,M1,17.348272
near-uniform,M1,18.628695
near-uniform,M1,10.316627
near-uniform,M1,1.727830
near-uniform,M1,20.459243
near-uniform,M1,38.697273
near-uniform,M1,64.466817
near-uniform,M1,18.128333
near-uniform,M1,7.749708
near-uniform,M1,8.386288
near-uniform,M1,20.883084
near-uniform,M1,13.378832
near-uniform,M1,19.916943
near-uniform,M1,3.876555
near-uniform,M1,15.606366
near-uniform,M1,1.000000
near-uniform,M1,29.709061
near-uniform,M1,6.759217
near-uniform,M1,8.112140
near-uniform,M1,14.723090
near-uniform,M1,1.911400
near-uniform,M1,28.019356
near-uniform,M1,3.804693
near-uniform,M1,81.888591
near-uniform,M1,1.763089
near-uniform,M1,20.445228
near-uniform,M1,63.229940
near-uniform,M1,2.834726
near-uniform,M1,26.685617
near-uniform,M1,1.440994
near-uniform,M1,14.362343
near-uniform,M1,17.184782
near-uniform,M1,28.253996
near-uniform,M1,24.184968
near-uniform,M1,7.268568
near-uniform,M1,29.411241
near-uniform,M1,30.544152
near-uniform,M1,47.515533
near-uniform,M1,4.160181
near-uniform,M1,25.826146
near-uniform,M1,21.172781
near-uniform,M1,12.905477
near-uniform,M1,69.148960
near-uniform,M1,8.811568
near-uniform,M1,6.622612
near-uniform,M1,13.600537
near-uniform,M1,25.057655
near-uniform,M1,59.076484
near-uniform,M1,1.561041
near-uniform,M1,3.981018
near-uniform,M1,19.122734
near-uniform,M1,6.016440
near-uniform,M1,8.141656
near-uniform,M1,40.987892
near-uniform,M1,77.872273
near-uniform,M1,20.340744
near-uniform,M1,34.640040
near-uniform,M1,10.122970
near-uniform,M1,9.531557
near-uniform,M1,4.639579
near-uniform,M1,1.227195
near-uniform,M1,3.739367
near-uniform,M1,13.091489
near-uniform,M1,24.981490
near-uniform,M1,9.145902
near-uniform,M1,3.628520
near-uniform,M1,8.383134
near-uniform,M1,19.965557
near-uniform,M1,25.066990
near-uniform,M1,58.295173
near-uniform,M1,7.402771
near-uniform,M1,29.894096
near-uniform,M1,9.514563
near-uniform,M1,1.000000
near-uniform,M1,17.441971
near-uniform,M1,27.090542
near-uniform,M1,12.743847
near-uniform,M1,39.069060
near-uniform,M1,28.624717
near-uniform,M1,1.462901
near-uniform,M1,16.671058
near-uniform,M1,6.279152
near-uniform,M1,1.397987
near-uniform,M1,4.810189
near-uniform,M1,11.348348
near-uniform,M1,20.991440
near-uniform,M1,10.783410
near-uniform,M1,88.519858
near-uniform,M1,1.027037
near-uniform,M1,24.397870
near-uniform,M1,8.003109
near-uniform,M1,27.153463
near-uniform,M1,28.157054
near-uniform,M1,6.235817
near-uniform,M1,13.152087
near-uniform,M1,34.910141
near-uniform,M1,49.454248
near-uniform,M1,5.804895
near-uniform,M1,3.613701
near-uniform,M1,11.153899
near-uniform,M1,8.330686
near-uniform,M1,26.656134
near-uniform,M1,40.041423
near-uniform,M1,20.102896
near-uniform,M1,36.123885
near-uniform,M1,30.143838
near-uniform,M1,35.265326
near-uniform,M1,14.676820
near-uniform,M1,34.809851
near-uniform,M1,17.314088
near-uniform,M1,20.151009
near-uniform,M1,32.439291
near-uniform,M1,21.536826
near-uniform,M1,8.236014
near-uniform,M1,18.900105
near-uniform,M1,5.775549
near-uniform,M1,22.240327
near-uniform,M1,17.476121
near-uniform,M1,39.850106
near-uniform,M1,23.879394
near-uniform,M1,1.442380
near-uniform,M1,39.558044
near-uniform,M1,48.878310
near-uniform,M1,28.420362
near-uniform,M1,9.073117
near-uniform,M1,75.105082
near-uniform,M1,7.257210
near-uniform,M1,2.074352
near-uniform,M1,5.456906
near-uniform,M1,19.593736
near-uniform,M1,8.594126
near-uniform,M1,27.775734
near-uniform,M1,14.186290
near-uniform,M1,11.061465
near-uniform,M1,1.469211
near-uniform,M1,17.319910
near-uniform,M1,11.127186
near-uniform,M1,3.704472
near-uniform,M1,12.358993
near-uniform,M1,4.444739
near-uniform,M1,2.450909
near-uniform,M1,33.037446
near-uniform,M1,29.794162
near-uniform,M1,1.138190
near-uniform,M1,15.145001
near-uniform,M1,2.383671
near-uniform,M1,28.652859
near-uniform,M1,9.828924
near-uniform,M1,13.207765
near-uniform,M1,16.639762
near-uniform,M1,18.974028
near-uniform,M1,51.933565
near-uniform,M1,18.650842
near-uniform,M1,24.098450
near-uniform,M1,4.848768
near-uniform,M1,50.392081
near-uniform,M1,17.324566
near-uniform,M1,81.055203
near-uniform,M1,13.122382
near-uniform,M1,2.117085
near-uniform,M1,17.320916
near-uniform,M1,36.167659
near-uniform,M1,12.259614
near-uniform,M1,9.617900
near-uniform,M1,53.862035
near-uniform,M1,20.088873
near-uniform,M1,19.346637
near-uniform,M1,1.289736
near-uniform,M1,46.112249
near-uniform,M1,45.855065
near-uniform,M1,1.507565
near-uniform,M1,16.221071
near-uniform,M1,45.552711
near-uniform,M1,13.815626
near-uniform,M1,38.693976
near-uniform,M1,3.931341
near-uniform,M1,16.099140
near-uniform,M1,16.200027
near-uniform,M1,6.647361
near-uniform,M1,1.959921
near-uniform,M1,13.457297
near-uniform,M1,25.113468
near-uniform,M1,45.235690
near-uniform,M1,47.964678
near-uniform,M1,41.730535
near-uniform,M1,8.352989
near-uniform,M1,14.460735
near-uniform,M1,7.318608
near-uniform,M1,24.285210
near-uniform,M1,17.562927
near-uniform,M1,9.526729
near-uniform,M1,13.792468
near-uniform,M1,22.855007
near-uniform,M1,4.550567
near-uniform,M1,21.927593
near-uniform,M1,1.000000
near-uniform,M1,8.752579
near-uniform,M1,24.219924
near-uniform,M1,5.945420
near-uniform,M1,13.309824
near-uniform,M1,7.921224
near-uniform,M1,17.046979
near-uniform,M1,24.510494
near-uniform,M1,6.116199
near-uniform,M1,3.775913
near-uniform,M1,11.379729
near-uniform,M1,86.271451
near-uniform,M1,8.458623
near-uniform,M1,25.701027
near-uniform,M1,21.324090
near-uniform,M1,31.339680
near-uniform,M1,6.270212
near-uniform,M1,6.941288
near-uniform,M1,31.320559
near-uniform,M1,26.519164
near-uniform,M1,5.784927
near-uniform,M1,8.520151
near-uniform,M1,5.584554
near-uniform,M1,8.174153
near-uniform,M1,5.004783
near-uniform,M1,6.902568
near-uniform,M1,44.941514
near-uniform,M1,6.439529
near-uniform,M1,6.038521
near-uniform,M1,116.831074
near-uniform,M1,16.762421
near-uniform,M1,56.003946
near-uniform,M1,47.074924
near-uniform,M1,22.714945
near-uniform,M1,26.050573
near-uniform,M1,71.530400
near-uniform,M1,14.233792
near-uniform,M1,8.715473
near-uniform,M1,6.989376
near-uniform,M1,34.792574
near-uniform,M1,14.384673
near-uniform,M1,1.208896
near-uniform,M1,12.397515
near-uniform,M1,3.571356
near-uniform,M1,12.887313
near-uniform,M1,24.186381
near-uniform,M1,7.734289
near-uniform,M1,1.230174
near-uniform,M1,1.813345
near-uniform,M1,11.284660
near-uniform,M1,30.637479
near-uniform,M1,4.074314
near-uniform,M1,32.358550
near-uniform,M1,15.292491
near-uniform,M1,27.395571
near-uniform,M1,32.423827
near-uniform,M1,47.070414
near-uniform,M1,7.693005
near-uniform,M1,7.833887
near-uniform,M1,32.912807
near-uniform,M1,43.737894
near-uniform,M1,39.227487
near-uniform,M1,6.900080
near-uniform,M1,1.000000
near-uniform,M1,11.184019
near-uniform,M1,14.770856
near-uniform,M1,30.429400
near-uniform,M1,16.434986
near-uniform,M1,2.976002
near-uniform,M1,5.606129
near-uniform,M1,2.984872
near-uniform,M1,11.450134
near-uniform,M1,13.442135
near-uniform,M1,19.883330
near-uniform,M1,19.992395
near-uniform,M1,4.192658
near-uniform,M1,21.223465
near-uniform,M1,4.319345
near-uniform,M1,19.574041
near-uniform,M1,31.622163
near-uniform,M1,28.133789
near-uniform,M1,48.261595
near-uniform,M1,1.888319
near-uniform,M1,10.846880
near-uniform,M1,20.954625
near-uniform,M1,36.095085
near-uniform,M1,29.072945
near-uniform,M1,1.056956
near-uniform,M1,25.333876
near-uniform,M1,19.248872
near-uniform,M1,7.462226
near-uniform,M1,2.461091
near-uniform,M1,26.774424
near-uniform,M1,24.680401
near-uniform,M1,14.784230
near-uniform,M1,34.421214
near-uniform,M1,30.308252
near-uniform,M1,11.817003
near-uniform,M1,32.313451
near-uniform,M1,20.787388
near-uniform,M1,19.761373
