prior_type,model,fcr
moderate,M4*,3.137822
moderate,M4*,3.773439
moderate,M4*,1.249346
moderate,M4*,1.609977
moderate,M4*,2.541243
moderate,M4*,5.244712
moderate,M4*,9.812788
moderate,M4*,6.769734
moderate,M4*,3.397590
moderate,M4*,3.756231
moderate,M4*,2.162631
moderate,M4*,5.355134
moderate,M4*,1.965627
moderate,M4*,1.000000
moderate,M4*,5.905078
moderate,M4*,2.022701
moderate,M4*,7.159728
moderate,M4*,4.643529
moderate,M4*,5.490311
moderate,M4*,7.266377
moderate,M4*,2.845383
moderate,M4*,1.126428
moderate,M4*,1.264336
moderate,M4*,1.509929
moderate,M4*,4.889289
moderate,M4*,5.585838
moderate,M4*,4.272180
moderate,M4*,3.800877
moderate,M4*,3.344111
moderate,M4*,1.470901
moderate,M4*,1.492176
moderate,M4*,1.885809
moderate,M4*,1.499371
moderate,M4*,10.999826
moderate,M4*,1.060888
moderate,M4*,3.152397
moderate,M4*,3.212153
moderate,M4*,6.331238
moderate,M4*,1.216632
moderate,M4*,8.828327
moderate,M4*,4.183486
moderate,M4*,2.766954
moderate,M4*,6.216504
moderate,M4*,8.474090
moderate,M4*,7.472227
moderate,M4*,1.432455
moderate,M4*,3.158052
moderate,M4*,2.932413
moderate,M4*,1.000000
moderate,M4*,5.114419
moderate,M4*,4.832408
moderate,M4*,1.777322
moderate,M4*,4.768861
moderate,M4*,2.129997
moderate,M4*,1.949362
moderate,M4*,2.230532
moderate,M4*,1.771371
moderate,M4*,4.766175
moderate,M4*,3.407746
moderate,M4*,1.459270
moderate,M4*,1.072888
moderate,M4*,1.373475
moderate,M4*,2.984034
moderate,M4*,3.157423
moderate,M4*,1.001535
moderate,M4*,1.735427
moderate,M4*,3.908561
moderate,M4*,1.712022
moderate,M4*,5.957010
moderate,M4*,1.001910
moderate,M4*,1.584091
moderate,M4*,3.217541
moderate,M4*,2.181039
moderate,M4*,6.434356
moderate,M4*,1.717654
moderate,M4*,3.498898
moderate,M4*,4.033846
moderate,M4*,2.477705
moderate,M4*,1.371811
moderate,M4*,5.414533
moderate,M4*,5.541403
moderate,M4*,7.589207
moderate,M4*,6.510344
moderate,M4*,2.910401
moderate,M4*,4.035152
moderate,M4*,1.444517
moderate,M4*,3.479148
moderate,M4*,4.874214
moderate,M4*,5.749750
moderate,M4*,2.124935
moderate,M4*,5.763601
moderate,M4*,3.994764
moderate,M4*,1.000000
moderate,M4*,2.096597
moderate,M4*,1.693907
moderate,M4*,3.243882
moderate,M4*,1.704005
moderate,M4*,2.014750
moderate,M4*,4.650922
moderate,M4*,2.217927
moderate,M4*,5.378419
moderate,M4*,1.405359
moderate,M4*,2.342474
moderate,M4*,2.374911
moderate,M4*,1.548514
moderate,M4*,2.324806
moderate,M4*,1.780734
moderate,M4*,2.486258
moderate,M4*,2.099960
moderate,M4*,1.323969
moderate,M4*,5.902831
moderate,M4*,2.768889
moderate,M4*,4.969281
moderate,M4*,1.969318
moderate,M4*,2.564564
moderate,M4*,6.446370
moderate,M4*,3.915210
moderate,M4*,1.185231
moderate,M4*,1.284236
moderate,M4*,4.741306
moderate,M4*,3.646793
moderate,M4*,4.116258
moderate,M4*,1.166566
moderate,M4*,1.346441
moderate,M4*,3.095416
moderate,M4*,11.054483
moderate,M4*,2.110561
moderate,M4*,3.554741
moderate,M4*,1.301295
moderate,M4*,2.963762
moderate,M4*,3.697047
moderate,M4*,2.935010
moderate,M4*,4.677800
moderate,M4*,2.025451
moderate,M4*,4.807353
moderate,M4*,1.138279
moderate,M4*,1.979650
moderate,M4*,3.024811
moderate,M4*,6.023063
moderate,M4*,3.530841
moderate,M4*,2.195912
moderate,M4*,1.600994
moderate,M4*,1.410851
moderate,M4*,5.497593
moderate,M4*,9.927254
moderate,M4*,1.498624
moderate,M4*,1.919454
moderate,M4*,1.458957
moderate,M4*,1.981552
moderate,M4*,1.000000
moderate,M4*,5.509662
moderate,M4*,1.217035
moderate,M4*,1.877083
moderate,M4*,2.622448
moderate,M4*,3.334287
moderate,M4*,1.994255
moderate,M4*,1.115341
moderate,M4*,1.207382
moderate,M4*,1.760216
moderate,M4*,1.438929
moderate,M4*,1.011688
moderate,M4*,6.591338
moderate,M4*,1.226485
moderate,M4*,4.279218
moderate,M4*,3.893371
moderate,M4*,1.768260
moderate,M4*,3.933249
moderate,M4*,3.492811
moderate,M4*,1.106894
moderate,M4*,1.003994
moderate,M4*,1.656906
moderate,M4*,4.940853
moderate,M4*,4.309789
moderate,M4*,3.477092
moderate,M4*,6.799621
moderate,M4*,1.563896
moderate,M4*,2.803902
moderate,M4*,15.316416
moderate,M4*,6.454421
moderate,M4*,5.277180
moderate,M4*,1.721465
moderate,M4*,2.809916
moderate,M4*,5.960556
moderate,M4*,3.678472
moderate,M4*,4.396248
moderate,M4*,2.702502
moderate,M4*,1.414868
moderate,M4*,4.383440
moderate,M4*,4.428756
moderate,M4*,2.648277
moderate,M4*,1.610704
moderate,M4*,1.063714
moderate,M4*,3.667869
moderate,M4*,2.172693
moderate,M4*,1.051848
moderate,M4*,2.686888
moderate,M4*,1.349809
moderate,M4*,2.952179
moderate,M4*,1.833267
moderate,M4*,8.666983
moderate,M4*,1.348477
moderate,M4*,2.236452
moderate,M4*,9.102220
moderate,M4*,3.346807
moderate,M4*,4.999222
moderate,M4*,1.906529
moderate,M4*,3.418790
moderate,M4*,3.952752
moderate,M4*,3.289049
moderate,M4*,3.317047
moderate,M4*,1.443649
moderate,M4*,6.763404
moderate,M4*,1.826601
moderate,M4*,3.925589
moderate,M4*,1.000000
moderate,M4*,1.171789
moderate,M4*,1.208210
moderate,M4*,1.160712
moderate,M4*,1.000000
moderate,M4*,1.004028
moderate,M4*,1.421027
moderate,M4*,1.902173
moderate,M4*,1.284397
moderate,M4*,1.008875
moderate,M4*,4.581763
moderate,M4*,2.892807
moderate,M4*,3.163676
moderate,M4*,2.985944
moderate,M4*,1.324457
moderate,M4*,2.969160
moderate,M4*,1.870985
moderate,M4*,1.000000
moderate,M4*,2.554855
moderate,M4*,5.873340
moderate,M4*,4.714989
moderate,M4*,1.225794
moderate,M4*,1.324194
moderate,M4*,3.847896
moderate,M4*,6.434628
moderate,M4*,2.701231
moderate,M4*,4.791396
moderate,M4*,3.873082
moderate,M4*,5.333152
moderate,M4*,2.813050
moderate,M4*,4.128926
moderate,M4*,1.069149
moderate,M4*,1.161648
moderate,M4*,4.426131
moderate,M4*,4.311392
moderate,M4*,5.471755
moderate,M4*,1.232077
moderate,M4*,2.032415
moderate,M4*,2.469900
moderate,M4*,1.118862
moderate,M4*,1.172459
moderate,M4*,2.272120
moderate,M4*,2.049978
moderate,M4*,5.032672
moderate,M4*,1.311940
moderate,M4*,1.403885
moderate,M4*,1.144458
moderate,M4*,4.026614
moderate,M4*,6.641129
moderate,M4*,4.612729
moderate,M4*,2.004938
moderate,M4*,7.988965
moderate,M4*,9.838332
moderate,M4*,1.153393
moderate,M4*,3.989203
moderate,M4*,8.977161
moderate,M4*,1.901054
moderate,M4*,1.690132
moderate,M4*,1.395496
moderate,M4*,1.047987
moderate,M4*,3.018996
moderate,M4*,5.310126
moderate,M4*,1.418597
moderate,M4*,2.538671
moderate,M4*,2.756996
moderate,M4*,5.019591
moderate,M4*,1.373837
moderate,M4*,1.821102
moderate,M4*,3.831315
moderate,M4*,3.814737
moderate,M4*,5.823980
moderate,M4*,3.218550
moderate,M4*,5.105832
moderate,M4*,6.109846
moderate,M4,1.000744
moderate,M4,3.473174
moderate,M4,4.423917
moderate,M4,2.577906
moderate,M4,1.564637
moderate,M4,1.177872
moderate,M4,1.416569
moderate,M4,5.632117
moderate,M4,1.081050
moderate,M4,1.128006
moderate,M4,7.196508
moderate,M4,4.568262
moderate,M4,1.704752
moderate,M4,3.739481
moderate,M4,3.245860
moderate,M4,3.251040
moderate,M4,1.791944
moderate,M4,1.826010
moderate,M4,4.718263
moderate,M4,4.861355
moderate,M4,1.229051
moderate,M4,1.973409
moderate,M4,4.006370
moderate,M4,1.776782
moderate,M4,1.000000
moderate,M4,5.123942
moderate,M4,2.070741
moderate,M4,1.829242
moderate,M4,1.535219
moderate,M4,14.006263
moderate,M4,3.541906
moderate,M4,2.745765
moderate,M4,1.604037
moderate,M4,2.813693
moderate,M4,1.485965
moderate,M4,1.505614
moderate,M4,4.459364
moderate,M4,1.809672
moderate,M4,1.458676
moderate,M4,2.481020
moderate,M4,1.000000
moderate,M4,1.500645
moderate,M4,2.649792
moderate,M4,1.026679
moderate,M4,4.330493
moderate,M4,1.194810
moderate,M4,2.342663
moderate,M4,2.725436
moderate,M4,1.027115
moderate,M4,2.336309
moderate,M4,3.523524
moderate,M4,4.029904
moderate,M4,2.964217
moderate,M4,1.000000
moderate,M4,5.564561
moderate,M4,2.575386
moderate,M4,1.426619
moderate,M4,1.428876
moderate,M4,12.734407
moderate,M4,3.018141
moderate,M4,7.986841
moderate,M4,1.178694
moderate,M4,2.078327
moderate,M4,1.781955
moderate,M4,1.000000
moderate,M4,5.973018
moderate,M4,2.920333
moderate,M4,1.698681
moderate,M4,1.000000
moderate,M4,7.300295
moderate,M4,1.963323
moderate,M4,3.735835
moderate,M4,1.021469
moderate,M4,1.000000
moderate,M4,1.040206
moderate,M4,3.962145
moderate,M4,5.288082
moderate,M4,1.046078
moderate,M4,5.258266
moderate,M4,1.813608
moderate,M4,3.226146
moderate,M4,4.976611
moderate,M4,3.406773
moderate,M4,3.447463
moderate,M4,2.197294
moderate,M4,1.000000
moderate,M4,3.651438
moderate,M4,2.564376
moderate,M4,4.625861
moderate,M4,1.393706
moderate,M4,2.564422
moderate,M4,1.000000
moderate,M4,1.321008
moderate,M4,3.845024
moderate,M4,6.154916
moderate,M4,6.096619
moderate,M4,1.381412
moderate,M4,3.514808
moderate,M4,2.372483
moderate,M4,2.381103
moderate,M4,2.248417
moderate,M4,4.194769
moderate,M4,3.245263
moderate,M4,1.053650
moderate,M4,1.382479
moderate,M4,1.151954
moderate,M4,6.455017
moderate,M4,3.367776
moderate,M4,1.734543
moderate,M4,2.299716
moderate,M4,1.486500
moderate,M4,5.841548
moderate,M4,2.120974
moderate,M4,4.920753
moderate,M4,1.491634
moderate,M4,2.157795
moderate,M4,1.917776
moderate,M4,2.691189
moderate,M4,1.012486
moderate,M4,2.113579
moderate,M4,1.110940
moderate,M4,1.150964
moderate,M4,1.796237
moderate,M4,4.886885
moderate,M4,1.213504
moderate,M4,1.179444
moderate,M4,3.838711
moderate,M4,1.000000
moderate,M4,1.924587
moderate,M4,5.956178
moderate,M4,2.443422
moderate,M4,3.439084
moderate,M4,3.705117
moderate,M4,1.301625
moderate,M4,1.751173
moderate,M4,2.339832
moderate,M4,1.350154
moderate,M4,1.456092
moderate,M4,4.446780
moderate,M4,1.816742
moderate,M4,1.000000
moderate,M4,3.775643
moderate,M4,1.162616
moderate,M4,3.035371
moderate,M4,1.000000
moderate,M4,15.809789
moderate,M4,1.000000
moderate,M4,4.233620
moderate,M4,5.334383
moderate,M4,1.955493
moderate,M4,1.444868
moderate,M4,1.291787
moderate,M4,2.605156
moderate,M4,1.421898
moderate,M4,1.644582
moderate,M4,4.887569
moderate,M4,4.767421
moderate,M4,1.000794
moderate,M4,6.106162
moderate,M4,7.300643
moderate,M4,8.729074
moderate,M4,5.341450
moderate,M4,7.251392
moderate,M4,1.828560
moderate,M4,6.564583
moderate,M4,1.950721
moderate,M4,6.194579
moderate,M4,1.194760
moderate,M4,4.519591
moderate,M4,5.562265
moderate,M4,1.592349
moderate,M4,1.658574
moderate,M4,5.374579
moderate,M4,4.659812
moderate,M4,2.153084
moderate,M4,1.034310
moderate,M4,3.356016
moderate,M4,5.259388
moderate,M4,1.472360
moderate,M4,4.468383
moderate,M4,1.677027
moderate,M4,1.176633
moderate,M4,4.191421
moderate,M4,1.001963
moderate,M4,2.952481
moderate,M4,4.396093
moderate,M4,1.344504
moderate,M4,2.178325
moderate,M4,3.007327
moderate,M4,5.078154
moderate,M4,4.542127
moderate,M4,1.000000
moderate,M4,3.085933
moderate,M4,2.958277
moderate,M4,3.315629
moderate,M4,6.264873
moderate,M4,1.623792
moderate,M4,2.065156
moderate,M4,11.977544
moderate,M4,3.834201
moderate,M4,2.779684
moderate,M4,7.689324
moderate,M4,2.949597
moderate,M4,1.341091
moderate,M4,3.744243
moderate,M4,3.393384
moderate,M4,1.000000
moderate,M4,1.426199
moderate,M4,1.228313
moderate,M4,1.750834
moderate,M4,1.358003
moderate,M4,10.378099
moderate,M4,3.137822
moderate,M4,3.773439
moderate,M4,4.436726
moderate,M4,1.609977
moderate,M4,2.541243
moderate,M4,2.415803
moderate,M4,3.451432
moderate,M4,6.641370
moderate,M4,2.683056
moderate,M4,4.081184
moderate,M4,1.000000
moderate,M4,2.632178
moderate,M4,1.965627
moderate,M4,1.000000
moderate,M4,6.351122
moderate,M4,7.086406
moderate,M4,1.255416
moderate,M4,3.954248
moderate,M4,4.568128
moderate,M4,2.949229
moderate,M4,3.032430
moderate,M4,16.035331
moderate,M4,1.292573
moderate,M4,1.649583
moderate,M4,3.761051
moderate,M4,3.295354
moderate,M4,4.035752
moderate,M4,3.556850
moderate,M4,5.665218
moderate,M4,8.624324
moderate,M4,1.641624
moderate,M4,6.310218
moderate,M4,1.419635
moderate,M4,11.320062
moderate,M4,1.060888
moderate,M4,2.930625
moderate,M4,11.735655
moderate,M4,7.411338
moderate,M4,10.810656
moderate,M4,8.748094
moderate,M4,1.283350
moderate,M4,2.238348
moderate,M4,6.035687
moderate,M4,1.000000
moderate,M4,2.844554
moderate,M4,1.432455
moderate,M4,2.049941
moderate,M4,2.944879
moderate,M4,1.000000
moderate,M4,5.078767
moderate,M4,3.276290
moderate,M4,6.635806
moderate,M4,1.146152
moderate,M4,2.275468
moderate,M4,1.902100
moderate,M4,4.257487
moderate,M4,1.596060
moderate,M4,2.641045
moderate,M4,3.357498
moderate,M4,7.650205
moderate,M4,8.511955
moderate,M4,1.373475
moderate,M4,2.672532
moderate,M4,2.249717
moderate,M4,1.001535
moderate,M4,1.735427
moderate,M4,3.869102
moderate,M4,1.712022
moderate,M4,5.169975
moderate,M4,1.001910
moderate,M4,1.584091
moderate,M4,3.564562
moderate,M4,1.938230
moderate,M4,10.452724
moderate,M4,1.717654
moderate,M4,4.983553
moderate,M4,4.131889
moderate,M4,1.008095
moderate,M4,1.371811
moderate,M4,3.551315
moderate,M4,2.158643
moderate,M4,7.291590
moderate,M4,2.361945
moderate,M4,5.055466
moderate,M4,2.195911
moderate,M4,1.444517
moderate,M4,1.111774
moderate,M4,4.320136
moderate,M4,1.320912
moderate,M4,3.066470
moderate,M4,4.085576
moderate,M4,1.996411
moderate,M4,6.518114
moderate,M4,1.770410
moderate,M4,4.152290
moderate,M4,3.432693
moderate,M4,2.611635
moderate,M4,2.314732
moderate,M4,4.317793
moderate,M4,2.113830
moderate,M4,5.336693
moderate,M4,2.020411
moderate,M4,3.117827
moderate,M4,11.918315
moderate,M4,1.000000
moderate,M4,1.798126
moderate,M4,1.780734
moderate,M4,2.486258
moderate,M4,2.099960
moderate,M4,1.323969
moderate,M4,5.902831
moderate,M4,1.947744
moderate,M4,11.988935
moderate,M4,3.008587
moderate,M4,6.402669
moderate,M4,5.671436
moderate,M4,3.915210
moderate,M4,1.185231
moderate,M4,1.284236
moderate,M4,1.416858
moderate,M4,3.743850
moderate,M4,3.942922
moderate,M4,8.412836
moderate,M4,3.176781
moderate,M4,3.171265
moderate,M4,11.054483
moderate,M4,2.719993
moderate,M4,6.415107
moderate,M4,4.575068
moderate,M4,1.000000
moderate,M4,1.324592
moderate,M4,2.935010
moderate,M4,4.677800
moderate,M4,2.025451
moderate,M4,1.000000
moderate,M4,1.000000
moderate,M4,1.375934
moderate,M4,7.147157
moderate,M4,4.906496
moderate,M4,3.159248
moderate,M4,2.362422
moderate,M4,6.279814
moderate,M4,1.410851
moderate,M4,7.044935
moderate,M4,3.388499
moderate,M4,1.560026
moderate,M4,1.919454
moderate,M4,1.000000
moderate,M4,1.500749
moderate,M4,1.000000
moderate,M4,5.485788
moderate,M4,1.133235
moderate,M4,1.877083
moderate,M4,2.589892
moderate,M4,2.928234
moderate,M4,1.592337
moderate,M4,5.634915
moderate,M4,1.188161
moderate,M4,1.942701
moderate,M4,1.267899
moderate,M4,1.011688
moderate,M4,6.297185
moderate,M4,1.205902
moderate,M4,4.109231
moderate,M4,5.092258
moderate,M4,1.768260
moderate,M4,3.554107
moderate,M4,3.432425
moderate,M4,1.197166
moderate,M4,1.000000
moderate,M4,1.656906
moderate,M4,4.973548
moderate,M4,1.882456
moderate,M4,3.509072
moderate,M4,1.063385
moderate,M4,1.320999
moderate,M4,7.487415
moderate,M4,8.655113
moderate,M4,2.045315
moderate,M4,5.128494
moderate,M4,6.508821
moderate,M4,2.571009
moderate,M4,3.147911
moderate,M4,3.678472
moderate,M4,6.917494
moderate,M4,1.795316
moderate,M4,1.628340
moderate,M4,5.655768
moderate,M4,4.428756
moderate,M4,2.966771
moderate,M4,13.442497
moderate,M4,1.063714
moderate,M4,3.701287
moderate,M4,2.172693
moderate,M4,1.051848
moderate,M4,2.686888
moderate,M4,4.015634
moderate,M4,5.240244
moderate,M4,1.701819
moderate,M4,6.836451
moderate,M4,1.348477
moderate,M4,2.627015
moderate,M4,5.799862
moderate,M4,5.280713
moderate,M4,2.742775
moderate,M4,1.906529
moderate,M4,1.343643
moderate,M4,3.952752
moderate,M4,3.915739
moderate,M4,3.424238
moderate,M4,3.798768
moderate,M4,3.375586
moderate,M4,2.643290
moderate,M4,3.852941
moderate,M4,1.000000
moderate,M4,1.000000
moderate,M4,1.000000
moderate,M4,2.206088
moderate,M4,1.000000
moderate,M4,1.000000
moderate,M4,1.616141
moderate,M4,1.514843
moderate,M4,1.177940
moderate,M4,1.008875
moderate,M4,4.245266
moderate,M4,2.712529
moderate,M4,2.878309
moderate,M4,2.985944
moderate,M4,1.322101
moderate,M4,8.629801
moderate,M4,1.870985
moderate,M4,1.000000
moderate,M4,2.554855
moderate,M4,5.266593
moderate,M4,4.366375
moderate,M4,1.225794
moderate,M4,1.318828
moderate,M4,4.652416
moderate,M4,6.364195
moderate,M4,1.592252
moderate,M4,5.193020
moderate,M4,2.648669
moderate,M4,5.701387
moderate,M4,3.150660
moderate,M4,3.636353
moderate,M4,1.234355
moderate,M4,2.279720
moderate,M4,4.275544
moderate,M4,4.646024
moderate,M4,3.629146
moderate,M4,1.232077
moderate,M4,2.023872
moderate,M4,1.586044
moderate,M4,1.300687
moderate,M4,1.132520
moderate,M4,2.272120
moderate,M4,2.032835
moderate,M4,3.994442
moderate,M4,1.311940
moderate,M4,3.646279
moderate,M4,1.144458
moderate,M4,4.325065
moderate,M4,8.406771
moderate,M4,2.413306
moderate,M4,1.000000
moderate,M4,6.185524
moderate,M4,20.833475
moderate,M4,1.154504
moderate,M4,2.008142
moderate,M4,2.294591
moderate,M4,1.000000
moderate,M4,1.690132
moderate,M4,1.322207
moderate,M4,1.047987
moderate,M4,1.665917
moderate,M4,1.760623
moderate,M4,1.431569
moderate,M4,2.201403
moderate,M4,2.756996
moderate,M4,2.015374
moderate,M4,1.373837
moderate,M4,1.821102
moderate,M4,3.838371
moderate,M4,1.762154
moderate,M4,5.835086
moderate,M4,3.218550
moderate,M4,2.569942
moderate,M4,7.162423
moderate,M3,1.161731
moderate,M3,1.787682
moderate,M3,10.942431
moderate,M3,10.598786
moderate,M3,2.795817
moderate,M3,1.478238
moderate,M3,7.283769
moderate,M3,9.497863
moderate,M3,2.267917
moderate,M3,1.803853
moderate,M3,6.336140
moderate,M3,6.433761
moderate,M3,3.963299
moderate,M3,7.474879
moderate,M3,5.348518
moderate,M3,6.537373
moderate,M3,2.180315
moderate,M3,7.781923
moderate,M3,19.677640
moderate,M3,4.124171
moderate,M3,1.720134
moderate,M3,3.496609
moderate,M3,5.573917
moderate,M3,3.520090
moderate,M3,1.000000
moderate,M3,13.886645
moderate,M3,9.158303
moderate,M3,2.885366
moderate,M3,1.628522
moderate,M3,5.135419
moderate,M3,12.765121
moderate,M3,3.940555
moderate,M3,4.324405
moderate,M3,4.126593
moderate,M3,1.858933
moderate,M3,2.865158
moderate,M3,20.262242
moderate,M3,3.880780
moderate,M3,2.632344
moderate,M3,4.399278
moderate,M3,1.000000
moderate,M3,7.645291
moderate,M3,8.373797
moderate,M3,2.331863
moderate,M3,7.178002
moderate,M3,2.421262
moderate,M3,2.072035
moderate,M3,6.587138
moderate,M3,1.296270
moderate,M3,4.362402
moderate,M3,12.501739
moderate,M3,2.949955
moderate,M3,5.552185
moderate,M3,1.000000
moderate,M3,1.859725
moderate,M3,3.540765
moderate,M3,5.527718
moderate,M3,6.238550
moderate,M3,11.463879
moderate,M3,3.820215
moderate,M3,21.462035
moderate,M3,2.755470
moderate,M3,2.078327
moderate,M3,7.939517
moderate,M3,1.000000
moderate,M3,10.566635
moderate,M3,6.798424
moderate,M3,3.753283
moderate,M3,1.000000
moderate,M3,6.225409
moderate,M3,8.450154
moderate,M3,15.481566
moderate,M3,1.833374
moderate,M3,1.000000
moderate,M3,3.387412
moderate,M3,6.539174
moderate,M3,9.330990
moderate,M3,5.669157
moderate,M3,11.141977
moderate,M3,14.781073
moderate,M3,4.444798
moderate,M3,10.153389
moderate,M3,2.249322
moderate,M3,6.672017
moderate,M3,6.005329
moderate,M3,1.000000
moderate,M3,4.372838
moderate,M3,3.513805
moderate,M3,9.615838
moderate,M3,2.423305
moderate,M3,4.765162
moderate,M3,1.000000
moderate,M3,1.658565
moderate,M3,5.824166
moderate,M3,5.036133
moderate,M3,16.034284
moderate,M3,6.885161
moderate,M3,3.605341
moderate,M3,3.499384
moderate,M3,6.512110
moderate,M3,4.481486
moderate,M3,5.605522
moderate,M3,6.301743
moderate,M3,1.107920
moderate,M3,1.382479
moderate,M3,19.343919
moderate,M3,5.316823
moderate,M3,12.217569
moderate,M3,9.009187
moderate,M3,8.253290
moderate,M3,3.200764
moderate,M3,10.055156
moderate,M3,2.419032
moderate,M3,13.739268
moderate,M3,5.872357
moderate,M3,11.025098
moderate,M3,5.657781
moderate,M3,7.005544
moderate,M3,4.890199
moderate,M3,4.370267
moderate,M3,5.282495
moderate,M3,4.397395
moderate,M3,3.155934
moderate,M3,7.993891
moderate,M3,10.807316
moderate,M3,5.391893
moderate,M3,7.259854
moderate,M3,1.000000
moderate,M3,8.678969
moderate,M3,2.922800
moderate,M3,2.211668
moderate,M3,5.694311
moderate,M3,8.489054
moderate,M3,3.665733
moderate,M3,2.481507
moderate,M3,2.358951
moderate,M3,3.185575
moderate,M3,8.557958
moderate,M3,8.176962
moderate,M3,1.816742
moderate,M3,1.000000
moderate,M3,3.613571
moderate,M3,5.838552
moderate,M3,5.409654
moderate,M3,1.000000
moderate,M3,27.748307
moderate,M3,1.000000
moderate,M3,9.170175
moderate,M3,12.718179
moderate,M3,3.080861
moderate,M3,5.611368
moderate,M3,2.323292
moderate,M3,7.802273
moderate,M3,11.311120
moderate,M3,2.172442
moderate,M3,4.523455
moderate,M3,6.786128
moderate,M3,2.623836
moderate,M3,4.663251
moderate,M3,11.730644
moderate,M3,16.429387
moderate,M3,13.193350
moderate,M3,8.629467
moderate,M3,5.783591
moderate,M3,6.604741
moderate,M3,6.529093
moderate,M3,3.681407
moderate,M3,2.607857
moderate,M3,9.303842
moderate,M3,17.183881
moderate,M3,14.709729
moderate,M3,1.773641
moderate,M3,3.630842
moderate,M3,8.193687
moderate,M3,2.103196
moderate,M3,7.731968
moderate,M3,4.199482
moderate,M3,9.191814
moderate,M3,4.682482
moderate,M3,17.448557
moderate,M3,5.879686
moderate,M3,2.768987
moderate,M3,9.962639
moderate,M3,1.494077
moderate,M3,5.218695
moderate,M3,4.255516
moderate,M3,2.747752
moderate,M3,3.807894
moderate,M3,4.336204
moderate,M3,17.192576
moderate,M3,6.839748
moderate,M3,1.000000
moderate,M3,9.799936
moderate,M3,1.893258
moderate,M3,2.820400
moderate,M3,9.054816
moderate,M3,9.391487
moderate,M3,2.327932
moderate,M3,15.573868
moderate,M3,2.806435
moderate,M3,2.241255
moderate,M3,3.042133
moderate,M3,6.543054
moderate,M3,1.584431
moderate,M3,12.360405
moderate,M3,5.166226
moderate,M3,1.000000
moderate,M3,6.048239
moderate,M3,6.730950
moderate,M3,6.522586
moderate,M3,2.408969
moderate,M3,28.398210
moderate,M3,14.378376
moderate,M3,9.977477
moderate,M3,7.062455
moderate,M3,9.379659
moderate,M3,3.537687
moderate,M3,2.465731
moderate,M3,14.488428
moderate,M3,5.003376
moderate,M3,5.220522
moderate,M3,9.021081
moderate,M3,1.000000
moderate,M3,4.503764
moderate,M3,7.277790
moderate,M3,1.000000
moderate,M3,20.884210
moderate,M3,13.985838
moderate,M3,3.214854
moderate,M3,9.328581
moderate,M3,10.254805
moderate,M3,20.202225
moderate,M3,4.308317
moderate,M3,24.192940
moderate,M3,6.622147
moderate,M3,3.020184
moderate,M3,6.557036
moderate,M3,9.923975
moderate,M3,10.089695
moderate,M3,5.961027
moderate,M3,5.360372
moderate,M3,15.826552
moderate,M3,3.390225
moderate,M3,5.477171
moderate,M3,3.037875
moderate,M3,9.669151
moderate,M3,3.861811
moderate,M3,9.696785
moderate,M3,26.693938
moderate,M3,12.687664
moderate,M3,9.201806
moderate,M3,19.988921
moderate,M3,6.534267
moderate,M3,3.224399
moderate,M3,16.663991
moderate,M3,1.000000
moderate,M3,3.657770
moderate,M3,5.373630
moderate,M3,4.651143
moderate,M3,3.790472
moderate,M3,1.000000
moderate,M3,5.573607
moderate,M3,7.956848
moderate,M3,6.714832
moderate,M3,2.951051
moderate,M3,5.827429
moderate,M3,6.810363
moderate,M3,9.193722
moderate,M3,12.632729
moderate,M3,10.453266
moderate,M3,8.867129
moderate,M3,7.208964
moderate,M3,9.615520
moderate,M3,2.889037
moderate,M3,16.032553
moderate,M3,7.310800
moderate,M3,3.521728
moderate,M3,5.515749
moderate,M3,9.590822
moderate,M3,5.420302
moderate,M3,5.450249
moderate,M3,1.663353
moderate,M3,2.880795
moderate,M3,11.776272
moderate,M3,6.273561
moderate,M3,10.513466
moderate,M3,5.256169
moderate,M3,8.959117
moderate,M3,3.827587
moderate,M3,4.338286
moderate,M3,3.976034
moderate,M3,4.497557
moderate,M3,4.448152
moderate,M3,4.874165
moderate,M3,23.140687
moderate,M3,6.104129
moderate,M3,2.237621
moderate,M3,4.703106
moderate,M3,1.183231
moderate,M3,3.549208
moderate,M3,2.976737
moderate,M3,3.519443
moderate,M3,6.648016
moderate,M3,11.080496
moderate,M3,6.906660
moderate,M3,3.737927
moderate,M3,5.709576
moderate,M3,6.804738
moderate,M3,6.989225
moderate,M3,16.493207
moderate,M3,5.650184
moderate,M3,7.614684
moderate,M3,9.520106
moderate,M3,4.636830
moderate,M3,7.207648
moderate,M3,22.428063
moderate,M3,1.000000
moderate,M3,3.522804
moderate,M3,4.581150
moderate,M3,4.630412
moderate,M3,5.507472
moderate,M3,6.757013
moderate,M3,8.597769
moderate,M3,4.005260
moderate,M3,7.032800
moderate,M3,6.382966
moderate,M3,8.018154
moderate,M3,10.760630
moderate,M3,2.827217
moderate,M3,1.185231
moderate,M3,7.429391
moderate,M3,2.093972
moderate,M3,3.325180
moderate,M3,6.419830
moderate,M3,14.681096
moderate,M3,5.317224
moderate,M3,15.881264
moderate,M3,11.923209
moderate,M3,8.284219
moderate,M3,7.009963
moderate,M3,13.156579
moderate,M3,1.000000
moderate,M3,6.242259
moderate,M3,8.459061
moderate,M3,11.896638
moderate,M3,5.012594
moderate,M3,1.000000
moderate,M3,1.000000
moderate,M3,3.681975
moderate,M3,11.473702
moderate,M3,11.007095
moderate,M3,3.616974
moderate,M3,1.380383
